Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Small Business,Germany,Carretera,None,$798.00,$5.00,$85.29,"$68,061.42",$0.00,"$68,061.42","$56,837.55","$11,223.87",10/01/2017,10,October,2017
Enterprise,Canada,Carretera,None,$654.00,$3.00,$36.57,"$23,916.78",$0.00,"$23,916.78","$20,406.57","$3,510.21",09/26/2016,9,September,2016
Enterprise,Canada,Montana,None,$54.00,$5.00,$35.67,"$1,926.18",$0.00,"$1,926.18","$1,541.89",$384.29,05/02/2016,5,May,2016
Small Business,Germany,Carretera,None,$717.00,$5.00,$81.36,"$58,335.12",$0.00,"$58,335.12","$37,769.58","$20,565.54",05/19/2016,5,May,2016
Midmarket,Canada,Carretera,None,$806.00,$3.00,$94.40,"$76,086.40",$0.00,"$76,086.40","$51,143.48","$24,942.92",10/22/2014,10,October,2014
Government,Mexico,Paseo,None,$921.00,$5.00,$80.12,"$73,790.52",$0.00,"$73,790.52","$64,445.15","$9,345.37",03/03/2015,3,March,2015
Enterprise,Canada,Carretera,None,$130.00,$7.00,$64.50,"$8,385.00",$0.00,"$8,385.00","$5,757.24","$2,627.76",06/25/2015,6,June,2015
Midmarket,Canada,Montana,None,$296.00,$7.00,$31.84,"$9,424.64",$0.00,"$9,424.64","$7,970.02","$1,454.62",07/28/2018,7,July,2018
Enterprise,Canada,Montana,None,$904.00,$5.00,$57.32,"$51,817.28",$0.00,"$51,817.28","$35,535.32","$16,281.96",12/01/2015,12,December,2015
Enterprise,Mexico,Carretera,None,$542.00,$3.00,$31.02,"$16,812.84",$0.00,"$16,812.84","$14,826.21","$1,986.63",10/23/2017,10,October,2017
Government,Canada,Montana,None,$698.00,$3.00,$82.72,"$57,738.56",$0.00,"$57,738.56","$50,482.89","$7,255.67",12/26/2016,12,December,2016
Enterprise,Mexico,Paseo,None,$435.00,$7.00,$44.83,"$19,501.05",$0.00,"$19,501.05","$11,953.73","$7,547.32",09/24/2017,9,September,2017
Government,Germany,Paseo,None,$624.00,$5.00,$85.03,"$53,058.72",$0.00,"$53,058.72","$44,098.39","$8,960.33",07/09/2016,7,July,2016
Government,USA,Carretera,None,$356.00,$3.00,$44.34,"$15,785.04",$0.00,"$15,785.04","$10,273.51","$5,511.53",03/08/2014,3,March,2014
Government,Germany,Carretera,None,$677.00,$3.00,$84.17,"$56,983.09",$0.00,"$56,983.09","$37,869.91","$19,113.18",12/05/2017,12,December,2017
Midmarket,USA,Paseo,None,$674.00,$7.00,$40.00,"$26,960.00",$0.00,"$26,960.00","$19,895.23","$7,064.77",07/01/2015,7,July,2015
Small Business,Germany,Montana,None,$592.00,$7.00,$49.61,"$29,369.12",$0.00,"$29,369.12","$22,699.26","$6,669.86",01/15/2016,1,January,2016
Midmarket,USA,Carretera,None,$56.00,$3.00,$65.39,"$3,661.84",$0.00,"$3,661.84","$2,555.01","$1,106.83",02/17/2018,2,February,2018
Small Business,USA,Carretera,None,$975.00,$7.00,$16.33,"$15,921.75",$0.00,"$15,921.75","$12,301.38","$3,620.37",04/15/2017,4,April,2017
Small Business,France,Montana,None,$564.00,$3.00,$95.34,"$53,771.76",$0.00,"$53,771.76","$35,016.04","$18,755.72",07/08/2014,7,July,2014
Government,USA,Carretera,None,$868.00,$5.00,$61.62,"$53,486.16",$0.00,"$53,486.16","$32,450.12","$21,036.04",09/23/2018,9,September,2018
Enterprise,USA,Montana,None,$804.00,$7.00,$55.70,"$44,782.80",$0.00,"$44,782.80","$34,543.99","$10,238.81",05/21/2014,5,May,2014
Government,France,Montana,None,$617.00,$7.00,$85.55,"$52,784.35",$0.00,"$52,784.35","$39,864.04","$12,920.31",08/26/2016,8,August,2016
Enterprise,Canada,Montana,None,$122.00,$5.00,$87.92,"$10,726.24",$0.00,"$10,726.24","$8,654.96","$2,071.28",07/03/2017,7,July,2017
Small Business,Canada,Montana,None,$59.00,$3.00,$57.00,"$3,363.00",$0.00,"$3,363.00","$2,673.41",$689.59,05/09/2014,5,May,2014
Government,France,Montana,None,$622.00,$3.00,$93.45,"$58,125.90",$0.00,"$58,125.90","$50,525.70","$7,600.20",03/20/2018,3,March,2018
Enterprise,Mexico,Paseo,None,$611.00,$7.00,$15.83,"$9,672.13",$0.00,"$9,672.13","$7,136.49","$2,535.64",03/14/2018,3,March,2018
Midmarket,USA,Montana,None,$171.00,$3.00,$20.19,"$3,452.49",$0.00,"$3,452.49","$2,080.16","$1,372.33",06/06/2015,6,June,2015
Enterprise,USA,Paseo,None,$736.00,$3.00,$63.71,"$46,890.56",$0.00,"$46,890.56","$37,005.83","$9,884.73",10/27/2014,10,October,2014
Government,France,Montana,None,$562.00,$5.00,$41.87,"$23,530.94",$0.00,"$23,530.94","$18,884.51","$4,646.43",11/20/2017,11,November,2017
Midmarket,France,Carretera,None,$490.00,$5.00,$51.78,"$25,372.20",$0.00,"$25,372.20","$19,192.76","$6,179.44",04/25/2017,4,April,2017
Enterprise,Mexico,Paseo,None,$87.00,$5.00,$39.53,"$3,439.11",$0.00,"$3,439.11","$2,774.64",$664.47,03/04/2015,3,March,2015
Enterprise,Canada,Carretera,None,$751.00,$7.00,$46.43,"$34,868.93",$0.00,"$34,868.93","$24,306.26","$10,562.67",04/24/2018,4,April,2018
Enterprise,Germany,Montana,None,$640.00,$5.00,$84.04,"$53,785.60",$0.00,"$53,785.60","$34,672.48","$19,113.12",03/27/2014,3,March,2014
Enterprise,Canada,Montana,None,$394.00,$5.00,$63.41,"$24,983.54",$0.00,"$24,983.54","$19,970.99","$5,012.55",12/12/2018,12,December,2018
Enterprise,USA,Carretera,None,$387.00,$3.00,$99.76,"$38,607.12",$0.00,"$38,607.12","$26,004.05","$12,603.07",10/28/2014,10,October,2014
Midmarket,France,Montana,None,$751.00,$5.00,$80.82,"$60,695.82",$0.00,"$60,695.82","$44,726.43","$15,969.39",11/03/2014,11,November,2014
Small Business,Mexico,Carretera,None,$233.00,$7.00,$34.63,"$8,068.79",$0.00,"$8,068.79","$6,031.31","$2,037.48",11/24/2014,11,November,2014
Midmarket,Canada,Montana,None,$116.00,$5.00,$33.79,"$3,919.64",$0.00,"$3,919.64","$2,912.92","$1,006.72",12/27/2018,12,December,2018
Midmarket,Mexico,Montana,None,$66.00,$7.00,$40.23,"$2,655.18",$0.00,"$2,655.18","$2,069.81",$585.37,06/03/2018,6,June,2018
Midmarket,Canada,Paseo,None,$432.00,$3.00,$85.89,"$37,104.48",$0.00,"$37,104.48","$22,590.55","$14,513.93",07/27/2018,7,July,2018
Small Business,USA,Carretera,None,$417.00,$3.00,$12.46,"$5,195.82",$0.00,"$5,195.82","$4,660.16",$535.66,04/21/2016,4,April,2016
Government,Germany,Montana,None,$953.00,$5.00,$30.72,"$29,276.16",$0.00,"$29,276.16","$23,856.94","$5,419.22",03/17/2018,3,March,2018
Small Business,Mexico,Carretera,None,$365.00,$3.00,$91.44,"$33,375.60",$0.00,"$33,375.60","$24,284.63","$9,090.97",03/06/2015,3,March,2015
Midmarket,Mexico,Paseo,None,$546.00,$5.00,$67.59,"$36,904.14",$0.00,"$36,904.14","$24,260.75","$12,643.39",11/15/2016,11,November,2016
Enterprise,Germany,Carretera,None,$857.00,$3.00,$30.42,"$26,069.94",$0.00,"$26,069.94","$16,269.03","$9,800.91",03/11/2014,3,March,2014
Enterprise,Mexico,Paseo,None,$770.00,$7.00,$29.72,"$22,884.40",$0.00,"$22,884.40","$18,345.44","$4,538.96",09/18/2017,9,September,2017
Midmarket,Mexico,Carretera,None,$394.00,$3.00,$87.64,"$34,530.16",$0.00,"$34,530.16","$24,001.45","$10,528.71",11/28/2016,11,November,2016
Enterprise,Canada,Carretera,None,$602.00,$5.00,$90.44,"$54,444.88",$0.00,"$54,444.88","$36,415.11","$18,029.77",11/03/2016,11,November,2016
Midmarket,Canada,Paseo,None,$957.00,$5.00,$33.05,"$31,628.85",$0.00,"$31,628.85","$22,582.57","$9,046.28",12/27/2014,12,December,2014
Enterprise,Germany,Montana,None,$522.00,$5.00,$47.85,"$24,977.70",$0.00,"$24,977.70","$19,429.58","$5,548.12",03/17/2018,3,March,2018
Small Business,USA,Montana,None,$164.00,$7.00,$85.11,"$13,958.04",$0.00,"$13,958.04","$11,187.53","$2,770.51",03/11/2018,3,March,2018
Government,Mexico,Montana,None,$149.00,$3.00,$79.39,"$11,829.11",$0.00,"$11,829.11","$9,387.00","$2,442.11",08/06/2016,8,August,2016
Government,USA,Carretera,None,$934.00,$5.00,$83.25,"$77,755.50",$0.00,"$77,755.50","$66,790.39","$10,965.11",04/05/2018,4,April,2018
Small Business,Germany,Carretera,None,$487.00,$7.00,$56.66,"$27,593.42",$0.00,"$27,593.42","$18,366.93","$9,226.49",07/10/2016,7,July,2016
Small Business,Germany,Montana,None,$394.00,$7.00,$92.04,"$36,263.76",$0.00,"$36,263.76","$28,685.50","$7,578.26",03/02/2017,3,March,2017
Midmarket,Canada,Carretera,None,$398.00,$7.00,$39.34,"$15,657.32",$0.00,"$15,657.32","$9,869.35","$5,787.97",08/15/2017,8,August,2017
Midmarket,Mexico,Carretera,None,$188.00,$3.00,$24.10,"$4,530.80",$0.00,"$4,530.80","$3,463.25","$1,067.55",03/11/2014,3,March,2014
Midmarket,France,Montana,None,$877.00,$3.00,$73.79,"$64,713.83",$0.00,"$64,713.83","$50,165.35","$14,548.48",05/24/2015,5,May,2015
Enterprise,Germany,Paseo,None,$373.00,$3.00,$58.54,"$21,835.42",$0.00,"$21,835.42","$14,517.74","$7,317.68",01/25/2015,1,January,2015
Midmarket,Mexico,Carretera,None,$895.00,$7.00,$86.91,"$77,784.45",$0.00,"$77,784.45","$55,810.96","$21,973.49",12/14/2018,12,December,2018
Small Business,USA,Carretera,None,$351.00,$3.00,$17.30,"$6,072.30",$0.00,"$6,072.30","$5,150.27",$922.03,05/14/2015,5,May,2015
Government,Canada,Carretera,None,$343.00,$5.00,$85.93,"$29,473.99",$0.00,"$29,473.99","$18,996.66","$10,477.33",06/03/2017,6,June,2017
Enterprise,USA,Carretera,None,$578.00,$7.00,$36.40,"$21,039.20",$0.00,"$21,039.20","$15,366.02","$5,673.18",07/28/2014,7,July,2014
Midmarket,Germany,Paseo,None,$883.00,$3.00,$68.94,"$60,874.02",$0.00,"$60,874.02","$53,558.18","$7,315.84",02/22/2017,2,February,2017
Enterprise,Germany,Montana,None,$341.00,$7.00,$13.61,"$4,641.01",$0.00,"$4,641.01","$3,486.48","$1,154.53",02/22/2016,2,February,2016
Enterprise,USA,Carretera,None,$123.00,$7.00,$64.86,"$7,977.78",$0.00,"$7,977.78","$6,522.16","$1,455.62",09/16/2018,9,September,2018
Midmarket,Germany,Montana,None,$824.00,$3.00,$74.55,"$61,429.20",$0.00,"$61,429.20","$52,095.64","$9,333.56",10/14/2018,10,October,2018
Enterprise,Mexico,Carretera,None,$533.00,$7.00,$43.19,"$23,020.27",$0.00,"$23,020.27","$15,219.44","$7,800.83",01/10/2015,1,January,2015
Government,Germany,Paseo,None,$65.00,$3.00,$29.39,"$1,910.35",$0.00,"$1,910.35","$1,271.27",$639.08,02/22/2016,2,February,2016
Small Business,Canada,Montana,None,$575.00,$3.00,$58.39,"$33,574.25",$0.00,"$33,574.25","$27,785.29","$5,788.96",02/08/2015,2,February,2015
Small Business,Mexico,Paseo,None,$385.00,$3.00,$84.99,"$32,721.15",$0.00,"$32,721.15","$27,027.41","$5,693.74",10/12/2015,10,October,2015
Government,France,Carretera,None,$842.00,$7.00,$39.12,"$32,939.04",$0.00,"$32,939.04","$20,358.14","$12,580.90",07/05/2015,7,July,2015
Enterprise,Germany,Paseo,None,$922.00,$7.00,$32.72,"$30,167.84",$0.00,"$30,167.84","$21,019.43","$9,148.41",06/26/2016,6,June,2016
Midmarket,Germany,Paseo,None,$565.00,$3.00,$35.10,"$19,831.50",$0.00,"$19,831.50","$14,269.95","$5,561.55",09/26/2015,9,September,2015
Enterprise,Canada,Carretera,None,$974.00,$7.00,$95.42,"$92,939.08",$0.00,"$92,939.08","$78,878.52","$14,060.56",11/13/2018,11,November,2018
Government,Canada,Carretera,None,$176.00,$3.00,$42.33,"$7,450.08",$0.00,"$7,450.08","$5,412.92","$2,037.16",07/24/2015,7,July,2015
Enterprise,USA,Montana,None,$873.00,$5.00,$10.32,"$9,009.36",$0.00,"$9,009.36","$7,908.22","$1,101.14",03/12/2016,3,March,2016
Small Business,USA,Carretera,None,$567.00,$7.00,$80.35,"$45,558.45",$0.00,"$45,558.45","$40,956.24","$4,602.21",03/03/2016,3,March,2016
Enterprise,USA,Montana,None,$178.00,$7.00,$72.93,"$12,981.54",$0.00,"$12,981.54","$10,829.43","$2,152.11",01/23/2017,1,January,2017
Government,Canada,Paseo,None,$560.00,$5.00,$21.57,"$12,079.20",$0.00,"$12,079.20","$9,662.35","$2,416.85",08/17/2015,8,August,2015
Small Business,USA,Paseo,None,$472.00,$5.00,$98.64,"$46,558.08",$0.00,"$46,558.08","$33,408.64","$13,149.44",01/20/2016,1,January,2016
Enterprise,USA,Montana,None,$434.00,$5.00,$64.73,"$28,092.82",$0.00,"$28,092.82","$17,420.69","$10,672.13",11/05/2015,11,November,2015
Enterprise,France,Carretera,None,$932.00,$3.00,$55.07,"$51,325.24",$0.00,"$51,325.24","$39,620.09","$11,705.15",02/23/2014,2,February,2014
Small Business,USA,Carretera,None,$281.00,$3.00,$44.40,"$12,476.40",$0.00,"$12,476.40","$8,839.67","$3,636.73",11/06/2018,11,November,2018
Midmarket,Germany,Paseo,None,$874.00,$5.00,$90.88,"$79,429.12",$0.00,"$79,429.12","$56,018.93","$23,410.19",12/13/2018,12,December,2018
Small Business,Canada,Montana,None,$244.00,$3.00,$31.96,"$7,798.24",$0.00,"$7,798.24","$6,287.82","$1,510.42",07/06/2015,7,July,2015
Midmarket,Mexico,Paseo,None,$114.00,$7.00,$35.72,"$4,072.08",$0.00,"$4,072.08","$3,009.64","$1,062.44",01/13/2018,1,January,2018
Government,France,Paseo,None,$882.00,$5.00,$21.02,"$18,539.64",$0.00,"$18,539.64","$15,306.85","$3,232.79",12/15/2018,12,December,2018
Government,Canada,Carretera,None,$664.00,$7.00,$78.32,"$52,004.48",$0.00,"$52,004.48","$37,414.73","$14,589.75",04/02/2014,4,April,2014
Small Business,Canada,Montana,None,$326.00,$3.00,$63.60,"$20,733.60",$0.00,"$20,733.60","$13,378.54","$7,355.06",09/11/2018,9,September,2018
Small Business,Germany,Paseo,None,$719.00,$5.00,$64.82,"$46,605.58",$0.00,"$46,605.58","$34,413.76","$12,191.82",08/16/2018,8,August,2018
Government,USA,Carretera,None,$273.00,$3.00,$29.66,"$8,097.18",$0.00,"$8,097.18","$7,168.46",$928.72,11/18/2016,11,November,2016
Midmarket,Germany,Paseo,None,$850.00,$7.00,$68.61,"$58,318.50",$0.00,"$58,318.50","$49,014.21","$9,304.29",08/02/2018,8,August,2018
Government,USA,Paseo,None,$993.00,$3.00,$78.89,"$78,337.77",$0.00,"$78,337.77","$51,838.04","$26,499.73",12/10/2015,12,December,2015
Small Business,USA,Carretera,None,$327.00,$7.00,$42.21,"$13,802.67",$0.00,"$13,802.67","$9,901.90","$3,900.77",03/13/2018,3,March,2018
Government,Canada,Carretera,None,$743.00,$3.00,$82.12,"$61,015.16",$0.00,"$61,015.16","$53,591.91","$7,423.25",05/28/2015,5,May,2015
Small Business,USA,Montana,None,$415.00,$7.00,$41.39,"$17,176.85",$0.00,"$17,176.85","$10,943.54","$6,233.31",04/08/2018,4,April,2018
Small Business,France,Paseo,None,$565.00,$3.00,$78.23,"$44,199.95",$0.00,"$44,199.95","$29,887.35","$14,312.60",11/07/2015,11,November,2015
Government,France,Montana,None,$264.00,$5.00,$13.04,"$3,442.56",$0.00,"$3,442.56","$2,336.35","$1,106.21",12/16/2018,12,December,2018
Midmarket,France,Carretera,None,$488.00,$5.00,$59.60,"$29,084.80",$0.00,"$29,084.80","$22,432.52","$6,652.28",08/17/2015,8,August,2015
Enterprise,Canada,Carretera,None,$477.00,$3.00,$97.26,"$46,393.02",$0.00,"$46,393.02","$33,552.36","$12,840.66",11/09/2018,11,November,2018
Government,Germany,Paseo,None,$778.00,$7.00,$98.31,"$76,485.18",$0.00,"$76,485.18","$47,723.78","$28,761.40",07/27/2014,7,July,2014
Enterprise,Mexico,Montana,None,$445.00,$3.00,$35.36,"$15,735.20",$0.00,"$15,735.20","$12,411.21","$3,323.99",07/27/2016,7,July,2016
Government,USA,Montana,None,$258.00,$5.00,$49.73,"$12,830.34",$0.00,"$12,830.34","$8,079.56","$4,750.78",10/08/2016,10,October,2016
Enterprise,Mexico,Paseo,None,$550.00,$7.00,$15.67,"$8,618.50",$0.00,"$8,618.50","$6,739.02","$1,879.48",10/25/2016,10,October,2016
Midmarket,Germany,Paseo,None,$512.00,$3.00,$88.60,"$45,363.20",$0.00,"$45,363.20","$34,117.78","$11,245.42",07/20/2016,7,July,2016
Midmarket,Germany,Montana,None,$635.00,$3.00,$61.17,"$38,842.95",$0.00,"$38,842.95","$29,058.43","$9,784.52",01/05/2014,1,January,2014
Government,Canada,Carretera,None,$276.00,$7.00,$44.66,"$12,326.16",$0.00,"$12,326.16","$7,645.29","$4,680.87",07/27/2014,7,July,2014
Small Business,France,Carretera,None,$424.00,$3.00,$20.15,"$8,543.60",$0.00,"$8,543.60","$6,764.53","$1,779.07",04/05/2018,4,April,2018
Enterprise,France,Paseo,None,$549.00,$5.00,$95.21,"$52,270.29",$0.00,"$52,270.29","$38,125.74","$14,144.55",12/27/2014,12,December,2014
Small Business,Germany,Montana,None,$997.00,$5.00,$57.72,"$57,546.84",$0.00,"$57,546.84","$41,625.46","$15,921.38",03/25/2016,3,March,2016
Small Business,Canada,Montana,None,$142.00,$7.00,$35.46,"$5,035.32",$0.00,"$5,035.32","$3,922.19","$1,113.13",12/24/2017,12,December,2017
Small Business,Canada,Montana,None,$509.00,$3.00,$41.52,"$21,133.68",$0.00,"$21,133.68","$16,523.88","$4,609.80",05/13/2018,5,May,2018
Midmarket,USA,Carretera,None,$626.00,$3.00,$34.36,"$21,509.36",$0.00,"$21,509.36","$13,002.62","$8,506.74",02/16/2015,2,February,2015
Government,France,Carretera,None,$370.00,$5.00,$64.16,"$23,739.20",$0.00,"$23,739.20","$15,135.35","$8,603.85",08/26/2016,8,August,2016
Government,Germany,Montana,None,$59.00,$7.00,$93.70,"$5,528.30",$0.00,"$5,528.30","$3,709.24","$1,819.06",12/22/2016,12,December,2016
Midmarket,Mexico,Montana,None,$963.00,$7.00,$87.10,"$83,877.30",$0.00,"$83,877.30","$67,386.45","$16,490.85",12/27/2016,12,December,2016
Midmarket,France,Paseo,None,$352.00,$7.00,$51.43,"$18,103.36",$0.00,"$18,103.36","$13,994.30","$4,109.06",09/26/2014,9,September,2014
Government,USA,Paseo,None,$371.00,$5.00,$84.38,"$31,304.98",$0.00,"$31,304.98","$25,898.26","$5,406.72",05/11/2015,5,May,2015
Small Business,Canada,Montana,None,$866.00,$5.00,$48.08,"$41,637.28",$0.00,"$41,637.28","$34,233.44","$7,403.84",03/15/2018,3,March,2018
Enterprise,Germany,Montana,None,$505.00,$7.00,$32.71,"$16,518.55",$0.00,"$16,518.55","$14,139.13","$2,379.42",10/26/2016,10,October,2016
Enterprise,France,Carretera,None,$327.00,$7.00,$98.51,"$32,212.77",$0.00,"$32,212.77","$22,969.14","$9,243.63",07/17/2015,7,July,2015
Enterprise,Mexico,Montana,None,$647.00,$3.00,$37.35,"$24,165.45",$0.00,"$24,165.45","$17,000.86","$7,164.59",01/15/2017,1,January,2017
Small Business,USA,Paseo,None,$587.00,$3.00,$39.14,"$22,975.18",$0.00,"$22,975.18","$19,512.93","$3,462.25",10/23/2014,10,October,2014
Government,USA,Carretera,None,$779.00,$7.00,$99.07,"$77,175.53",$0.00,"$77,175.53","$51,806.43","$25,369.10",03/25/2016,3,March,2016
Midmarket,France,Paseo,None,$442.00,$5.00,$22.05,"$9,746.10",$0.00,"$9,746.10","$7,196.05","$2,550.05",09/12/2015,9,September,2015
Government,Mexico,Paseo,None,$966.00,$5.00,$78.45,"$75,782.70",$0.00,"$75,782.70","$49,887.58","$25,895.12",02/04/2015,2,February,2015
Small Business,USA,Carretera,None,$144.00,$3.00,$94.22,"$13,567.68",$0.00,"$13,567.68","$11,860.22","$1,707.46",11/04/2016,11,November,2016
Midmarket,Germany,Paseo,None,$805.00,$7.00,$56.06,"$45,128.30",$0.00,"$45,128.30","$32,598.02","$12,530.28",09/21/2015,9,September,2015
Small Business,USA,Montana,None,$156.00,$5.00,$10.23,"$1,595.88",$0.00,"$1,595.88","$1,059.26",$536.62,11/16/2015,11,November,2015
Enterprise,Mexico,Paseo,None,$439.00,$5.00,$43.76,"$19,210.64",$0.00,"$19,210.64","$15,514.59","$3,696.05",01/15/2018,1,January,2018
Enterprise,Canada,Carretera,None,$809.00,$5.00,$20.04,"$16,212.36",$0.00,"$16,212.36","$10,917.30","$5,295.06",04/08/2014,4,April,2014
Small Business,Canada,Carretera,None,$575.00,$5.00,$47.46,"$27,289.50",$0.00,"$27,289.50","$24,098.02","$3,191.48",12/27/2018,12,December,2018
Midmarket,France,Carretera,None,$722.00,$3.00,$81.10,"$58,554.20",$0.00,"$58,554.20","$41,590.18","$16,964.02",10/21/2014,10,October,2014
Midmarket,Mexico,Paseo,None,$120.00,$5.00,$49.48,"$5,937.60",$0.00,"$5,937.60","$4,746.47","$1,191.13",06/20/2014,6,June,2014
Government,USA,Montana,None,$713.00,$5.00,$48.87,"$34,844.31",$0.00,"$34,844.31","$24,515.53","$10,328.78",07/08/2018,7,July,2018
Enterprise,USA,Carretera,None,$636.00,$7.00,$60.11,"$38,229.96",$0.00,"$38,229.96","$32,196.27","$6,033.69",03/11/2016,3,March,2016
Government,Canada,Montana,None,$425.00,$7.00,$62.35,"$26,498.75",$0.00,"$26,498.75","$23,029.45","$3,469.30",09/21/2015,9,September,2015
Government,Canada,Carretera,None,$776.00,$3.00,$87.07,"$67,566.32",$0.00,"$67,566.32","$56,510.82","$11,055.50",04/24/2017,4,April,2017
Small Business,Germany,Montana,None,$417.00,$3.00,$37.75,"$15,741.75",$0.00,"$15,741.75","$13,452.11","$2,289.64",05/17/2018,5,May,2018
Small Business,Canada,Montana,None,$100.00,$3.00,$83.95,"$8,395.00",$0.00,"$8,395.00","$5,293.59","$3,101.41",08/03/2018,8,August,2018
Government,Germany,Montana,None,$947.00,$3.00,$60.93,"$57,700.71",$0.00,"$57,700.71","$50,616.18","$7,084.53",12/07/2016,12,December,2016
Enterprise,USA,Carretera,None,$192.00,$5.00,$37.05,"$7,113.60",$0.00,"$7,113.60","$5,600.47","$1,513.13",03/12/2015,3,March,2015
Small Business,Germany,Paseo,None,$468.00,$7.00,$36.56,"$17,110.08",$0.00,"$17,110.08","$14,727.76","$2,382.32",08/01/2018,8,August,2018
Government,Germany,Paseo,None,$597.00,$5.00,$42.50,"$25,372.50",$0.00,"$25,372.50","$20,433.26","$4,939.24",11/11/2017,11,November,2017
Government,France,Paseo,None,$549.00,$5.00,$66.04,"$36,255.96",$0.00,"$36,255.96","$23,949.03","$12,306.93",01/05/2015,1,January,2015
Government,Canada,Montana,None,$935.00,$5.00,$30.77,"$28,769.95",$0.00,"$28,769.95","$22,523.03","$6,246.92",08/06/2018,8,August,2018
Government,Germany,Carretera,None,$216.00,$7.00,$92.83,"$20,051.28",$0.00,"$20,051.28","$12,577.84","$7,473.44",11/14/2018,11,November,2018
Government,USA,Montana,None,$797.00,$3.00,$61.74,"$49,206.78",$0.00,"$49,206.78","$39,794.36","$9,412.42",11/28/2014,11,November,2014
Government,Mexico,Carretera,None,$309.00,$3.00,$92.80,"$28,675.20",$0.00,"$28,675.20","$20,723.58","$7,951.62",12/17/2014,12,December,2014
Small Business,Germany,Montana,None,$241.00,$7.00,$14.18,"$3,417.38",$0.00,"$3,417.38","$2,205.99","$1,211.39",10/23/2018,10,October,2018
Enterprise,Canada,Carretera,None,$251.00,$7.00,$40.84,"$10,250.84",$0.00,"$10,250.84","$9,161.88","$1,088.96",08/25/2016,8,August,2016
Government,France,Carretera,None,$823.00,$3.00,$12.05,"$9,917.15",$0.00,"$9,917.15","$8,631.15","$1,286.00",06/25/2014,6,June,2014
Midmarket,USA,Carretera,None,$234.00,$5.00,$34.50,"$8,073.00",$0.00,"$8,073.00","$7,007.87","$1,065.13",05/03/2018,5,May,2018
Small Business,France,Montana,None,$207.00,$3.00,$87.58,"$18,129.06",$0.00,"$18,129.06","$15,167.61","$2,961.45",09/04/2015,9,September,2015
Small Business,Mexico,Paseo,None,$807.00,$7.00,$13.29,"$10,725.03",$0.00,"$10,725.03","$8,661.47","$2,063.56",06/01/2017,6,June,2017
Government,Germany,Montana,None,$671.00,$3.00,$49.25,"$33,046.75",$0.00,"$33,046.75","$26,322.52","$6,724.23",01/04/2014,1,January,2014
Small Business,Germany,Montana,None,$148.00,$3.00,$20.58,"$3,045.84",$0.00,"$3,045.84","$1,924.45","$1,121.39",12/14/2018,12,December,2018
Government,Canada,Carretera,None,$290.00,$3.00,$47.52,"$13,780.80",$0.00,"$13,780.80","$11,991.64","$1,789.16",06/21/2014,6,June,2014
Enterprise,Germany,Carretera,None,$540.00,$7.00,$85.50,"$46,170.00",$0.00,"$46,170.00","$39,906.51","$6,263.49",01/07/2015,1,January,2015
Enterprise,USA,Paseo,None,$251.00,$7.00,$66.08,"$16,586.08",$0.00,"$16,586.08","$13,672.83","$2,913.25",06/21/2016,6,June,2016
Small Business,Mexico,Paseo,None,$683.00,$3.00,$76.31,"$52,119.73",$0.00,"$52,119.73","$45,771.26","$6,348.47",03/24/2018,3,March,2018
Small Business,France,Carretera,None,$558.00,$3.00,$41.42,"$23,112.36",$0.00,"$23,112.36","$17,702.34","$5,410.02",06/07/2015,6,June,2015
Midmarket,Mexico,Paseo,None,$678.00,$5.00,$95.00,"$64,410.00",$0.00,"$64,410.00","$47,295.79","$17,114.21",06/01/2017,6,June,2017
Small Business,Germany,Paseo,None,$145.00,$5.00,$73.83,"$10,705.35",$0.00,"$10,705.35","$9,531.87","$1,173.48",01/28/2018,1,January,2018
Midmarket,France,Carretera,None,$795.00,$3.00,$47.96,"$38,128.20",$0.00,"$38,128.20","$28,185.87","$9,942.33",09/02/2017,9,September,2017
Enterprise,Canada,Montana,None,$539.00,$7.00,$48.38,"$26,076.82",$0.00,"$26,076.82","$20,663.20","$5,413.62",08/23/2016,8,August,2016
Enterprise,Mexico,Paseo,None,$628.00,$5.00,$92.68,"$58,203.04",$0.00,"$58,203.04","$41,435.83","$16,767.21",02/03/2018,2,February,2018
Government,France,Carretera,None,$937.00,$3.00,$61.88,"$57,981.56",$0.00,"$57,981.56","$45,857.49","$12,124.07",02/18/2018,2,February,2018
Enterprise,France,Paseo,None,$267.00,$5.00,$73.57,"$19,643.19",$0.00,"$19,643.19","$16,029.43","$3,613.76",05/11/2015,5,May,2015
Midmarket,France,Paseo,None,$576.00,$5.00,$47.53,"$27,377.28",$0.00,"$27,377.28","$21,556.78","$5,820.50",10/12/2014,10,October,2014
Small Business,USA,Carretera,None,$322.00,$5.00,$30.13,"$9,701.86",$0.00,"$9,701.86","$7,318.78","$2,383.08",02/14/2018,2,February,2018
Government,Mexico,Paseo,None,$268.00,$7.00,$75.12,"$20,132.16",$0.00,"$20,132.16","$13,891.86","$6,240.30",11/09/2016,11,November,2016
Midmarket,France,Paseo,None,$835.00,$3.00,$64.70,"$54,024.50",$0.00,"$54,024.50","$42,849.73","$11,174.77",01/28/2018,1,January,2018
